epoch (ms),time (03:00),elapsed (s),w (number),x (number),y (number), z (number)
1597051824524,2020-08-10T12.30.24.524,10.229,0.945,-0.061,-0.296,-0.127
1597051824533,2020-08-10T12.30.24.533,10.238,0.945,-0.061,-0.296,-0.127
1597051824543,2020-08-10T12.30.24.543,10.248,0.945,-0.062,-0.296,-0.127
1597051824553,2020-08-10T12.30.24.553,10.258,0.945,-0.061,-0.296,-0.127
1597051824563,2020-08-10T12.30.24.563,10.268,0.945,-0.061,-0.295,-0.127
1597051824574,2020-08-10T12.30.24.574,10.279,0.945,-0.061,-0.295,-0.127
1597051824582,2020-08-10T12.30.24.582,10.287,0.945,-0.061,-0.295,-0.127
1597051824593,2020-08-10T12.30.24.593,10.298,0.945,-0.061,-0.295,-0.127
1597051824603,2020-08-10T12.30.24.603,10.308,0.945,-0.061,-0.295,-0.127
1597051824613,2020-08-10T12.30.24.613,10.318,0.945,-0.061,-0.295,-0.127
1597051824623,2020-08-10T12.30.24.623,10.328,0.945,-0.061,-0.295,-0.127
1597051824632,2020-08-10T12.30.24.632,10.337,0.945,-0.060,-0.295,-0.127
1597051824644,2020-08-10T12.30.24.644,10.349,0.945,-0.060,-0.295,-0.127
1597051824653,2020-08-10T12.30.24.653,10.358,0.945,-0.059,-0.295,-0.127
1597051824663,2020-08-10T12.30.24.663,10.368,0.945,-0.059,-0.294,-0.127
1597051824673,2020-08-10T12.30.24.673,10.378,0.946,-0.060,-0.294,-0.127
1597051824682,2020-08-10T12.30.24.682,10.387,0.946,-0.060,-0.293,-0.127
1597051824692,2020-08-10T12.30.24.692,10.397,0.946,-0.061,-0.293,-0.127
1597051824702,2020-08-10T12.30.24.702,10.407,0.946,-0.063,-0.292,-0.127
1597051824713,2020-08-10T12.30.24.713,10.418,0.946,-0.063,-0.292,-0.127
1597051824723,2020-08-10T12.30.24.723,10.428,0.946,-0.064,-0.292,-0.127
1597051824732,2020-08-10T12.30.24.732,10.437,0.946,-0.063,-0.291,-0.128
1597051824742,2020-08-10T12.30.24.742,10.447,0.946,-0.063,-0.291,-0.128
1597051824752,2020-08-10T12.30.24.752,10.457,0.946,-0.063,-0.291,-0.128
1597051824762,2020-08-10T12.30.24.762,10.467,0.946,-0.062,-0.290,-0.128
1597051824773,2020-08-10T12.30.24.773,10.478,0.946,-0.061,-0.290,-0.128
1597051824782,2020-08-10T12.30.24.782,10.487,0.947,-0.061,-0.289,-0.128
1597051824792,2020-08-10T12.30.24.792,10.497,0.947,-0.061,-0.289,-0.128
1597051824802,2020-08-10T12.30.24.802,10.507,0.947,-0.061,-0.289,-0.128
1597051824812,2020-08-10T12.30.24.812,10.517,0.947,-0.061,-0.288,-0.128
1597051824823,2020-08-10T12.30.24.823,10.528,0.947,-0.061,-0.287,-0.128
1597051824833,2020-08-10T12.30.24.833,10.538,0.948,-0.060,-0.287,-0.128
1597051824842,2020-08-10T12.30.24.842,10.547,0.948,-0.061,-0.286,-0.127
1597051824852,2020-08-10T12.30.24.852,10.557,0.948,-0.061,-0.285,-0.127
1597051824862,2020-08-10T12.30.24.862,10.567,0.948,-0.061,-0.284,-0.127
1597051824872,2020-08-10T12.30.24.872,10.577,0.949,-0.061,-0.283,-0.127
1597051824883,2020-08-10T12.30.24.883,10.588,0.949,-0.062,-0.282,-0.127
1597051824891,2020-08-10T12.30.24.891,10.596,0.949,-0.063,-0.281,-0.128
1597051824902,2020-08-10T12.30.24.902,10.607,0.949,-0.064,-0.279,-0.128
1597051824912,2020-08-10T12.30.24.912,10.617,0.950,-0.065,-0.277,-0.129
1597051824922,2020-08-10T12.30.24.922,10.627,0.950,-0.067,-0.275,-0.130
1597051824932,2020-08-10T12.30.24.932,10.637,0.951,-0.069,-0.272,-0.131
1597051824941,2020-08-10T12.30.24.941,10.646,0.952,-0.069,-0.269,-0.132
1597051824951,2020-08-10T12.30.24.951,10.656,0.952,-0.068,-0.267,-0.133
1597051824962,2020-08-10T12.30.24.962,10.667,0.953,-0.068,-0.264,-0.133
1597051824972,2020-08-10T12.30.24.972,10.677,0.953,-0.068,-0.262,-0.134
1597051824982,2020-08-10T12.30.24.982,10.687,0.954,-0.067,-0.260,-0.135
1597051824991,2020-08-10T12.30.24.991,10.696,0.954,-0.067,-0.257,-0.136
1597051825001,2020-08-10T12.30.25.001,10.706,0.955,-0.067,-0.255,-0.137
1597051825012,2020-08-10T12.30.25.012,10.717,0.956,-0.067,-0.252,-0.138
1597051825022,2020-08-10T12.30.25.022,10.727,0.956,-0.067,-0.249,-0.139
1597051825032,2020-08-10T12.30.25.032,10.737,0.957,-0.067,-0.246,-0.139
1597051825042,2020-08-10T12.30.25.042,10.747,0.958,-0.068,-0.243,-0.139
1597051825051,2020-08-10T12.30.25.051,10.756,0.958,-0.067,-0.241,-0.138
1597051825061,2020-08-10T12.30.25.061,10.766,0.959,-0.066,-0.238,-0.139
1597051825072,2020-08-10T12.30.25.072,10.777,0.960,-0.065,-0.236,-0.139
1597051825082,2020-08-10T12.30.25.082,10.787,0.960,-0.064,-0.234,-0.139
1597051825091,2020-08-10T12.30.25.091,10.796,0.961,-0.064,-0.231,-0.139
1597051825101,2020-08-10T12.30.25.101,10.806,0.961,-0.064,-0.227,-0.141
1597051825111,2020-08-10T12.30.25.111,10.816,0.962,-0.064,-0.224,-0.143
1597051825121,2020-08-10T12.30.25.121,10.826,0.962,-0.066,-0.222,-0.143
1597051825132,2020-08-10T12.30.25.132,10.837,0.963,-0.066,-0.219,-0.142
1597051825140,2020-08-10T12.30.25.140,10.845,0.964,-0.064,-0.216,-0.141
1597051825151,2020-08-10T12.30.25.151,10.856,0.965,-0.063,-0.213,-0.140
1597051825161,2020-08-10T12.30.25.161,10.866,0.966,-0.062,-0.211,-0.139
1597051825171,2020-08-10T12.30.25.171,10.876,0.967,-0.061,-0.208,-0.137
1597051825181,2020-08-10T12.30.25.181,10.886,0.967,-0.060,-0.205,-0.135
1597051825190,2020-08-10T12.30.25.190,10.895,0.968,-0.059,-0.203,-0.133
1597051825202,2020-08-10T12.30.25.202,10.907,0.969,-0.058,-0.201,-0.132
1597051825211,2020-08-10T12.30.25.211,10.916,0.969,-0.059,-0.199,-0.132
1597051825221,2020-08-10T12.30.25.221,10.926,0.970,-0.060,-0.196,-0.133
1597051825231,2020-08-10T12.30.25.231,10.936,0.970,-0.061,-0.194,-0.133
1597051825241,2020-08-10T12.30.25.241,10.946,0.970,-0.061,-0.192,-0.134
1597051825250,2020-08-10T12.30.25.250,10.955,0.971,-0.061,-0.189,-0.134
1597051825261,2020-08-10T12.30.25.261,10.966,0.971,-0.059,-0.187,-0.134
1597051825271,2020-08-10T12.30.25.271,10.976,0.972,-0.055,-0.184,-0.134
1597051825281,2020-08-10T12.30.25.281,10.986,0.973,-0.052,-0.182,-0.134
1597051825291,2020-08-10T12.30.25.291,10.996,0.974,-0.050,-0.179,-0.133
1597051825300,2020-08-10T12.30.25.300,11.005,0.974,-0.048,-0.177,-0.132
1597051825310,2020-08-10T12.30.25.310,11.015,0.975,-0.048,-0.174,-0.131
1597051825321,2020-08-10T12.30.25.321,11.026,0.975,-0.048,-0.172,-0.131
1597051825331,2020-08-10T12.30.25.331,11.036,0.976,-0.047,-0.170,-0.131
1597051825341,2020-08-10T12.30.25.341,11.046,0.976,-0.047,-0.168,-0.131
1597051825350,2020-08-10T12.30.25.350,11.055,0.976,-0.048,-0.166,-0.131
1597051825360,2020-08-10T12.30.25.360,11.065,0.977,-0.049,-0.164,-0.131
1597051825370,2020-08-10T12.30.25.370,11.075,0.977,-0.050,-0.162,-0.130
1597051825381,2020-08-10T12.30.25.381,11.086,0.977,-0.050,-0.160,-0.130
1597051825391,2020-08-10T12.30.25.391,11.096,0.978,-0.050,-0.157,-0.130
1597051825400,2020-08-10T12.30.25.400,11.105,0.978,-0.050,-0.155,-0.129
1597051825410,2020-08-10T12.30.25.410,11.115,0.979,-0.051,-0.153,-0.128
1597051825420,2020-08-10T12.30.25.420,11.125,0.979,-0.051,-0.151,-0.127
1597051825430,2020-08-10T12.30.25.430,11.135,0.979,-0.051,-0.149,-0.127
1597051825441,2020-08-10T12.30.25.441,11.146,0.980,-0.051,-0.147,-0.126
1597051825450,2020-08-10T12.30.25.450,11.155,0.980,-0.051,-0.145,-0.125
1597051825460,2020-08-10T12.30.25.460,11.165,0.981,-0.050,-0.142,-0.124
1597051825470,2020-08-10T12.30.25.470,11.175,0.981,-0.049,-0.140,-0.122
1597051825480,2020-08-10T12.30.25.480,11.185,0.982,-0.049,-0.137,-0.120
1597051825491,2020-08-10T12.30.25.491,11.196,0.983,-0.049,-0.134,-0.118
1597051825499,2020-08-10T12.30.25.499,11.204,0.983,-0.050,-0.132,-0.118
1597051825510,2020-08-10T12.30.25.510,11.215,0.983,-0.050,-0.130,-0.117
1597051825520,2020-08-10T12.30.25.520,11.225,0.984,-0.050,-0.128,-0.117
1597051825530,2020-08-10T12.30.25.530,11.235,0.984,-0.048,-0.127,-0.116
1597051825540,2020-08-10T12.30.25.540,11.245,0.984,-0.048,-0.125,-0.116
1597051825549,2020-08-10T12.30.25.549,11.254,0.985,-0.048,-0.123,-0.115
1597051825559,2020-08-10T12.30.25.559,11.264,0.985,-0.047,-0.121,-0.115
1597051825570,2020-08-10T12.30.25.570,11.275,0.985,-0.048,-0.120,-0.115
1597051825580,2020-08-10T12.30.25.580,11.285,0.985,-0.048,-0.118,-0.116
1597051825590,2020-08-10T12.30.25.590,11.295,0.985,-0.047,-0.116,-0.116
1597051825600,2020-08-10T12.30.25.600,11.305,0.986,-0.048,-0.114,-0.116
1597051825609,2020-08-10T12.30.25.609,11.314,0.986,-0.049,-0.112,-0.115
1597051825619,2020-08-10T12.30.25.619,11.324,0.986,-0.050,-0.110,-0.115
1597051825630,2020-08-10T12.30.25.630,11.335,0.986,-0.050,-0.107,-0.114
1597051825640,2020-08-10T12.30.25.640,11.345,0.987,-0.051,-0.105,-0.113
1597051825649,2020-08-10T12.30.25.649,11.354,0.987,-0.050,-0.103,-0.113
1597051825659,2020-08-10T12.30.25.659,11.364,0.987,-0.048,-0.101,-0.112
1597051825669,2020-08-10T12.30.25.669,11.374,0.988,-0.047,-0.099,-0.112
1597051825679,2020-08-10T12.30.25.679,11.384,0.988,-0.046,-0.098,-0.111
1597051825690,2020-08-10T12.30.25.690,11.395,0.988,-0.047,-0.096,-0.111
1597051825700,2020-08-10T12.30.25.700,11.405,0.988,-0.047,-0.094,-0.111
1597051825709,2020-08-10T12.30.25.709,11.414,0.988,-0.047,-0.092,-0.110
1597051825719,2020-08-10T12.30.25.719,11.424,0.989,-0.047,-0.091,-0.110
1597051825729,2020-08-10T12.30.25.729,11.434,0.989,-0.046,-0.089,-0.110
1597051825740,2020-08-10T12.30.25.740,11.445,0.989,-0.047,-0.088,-0.109
1597051825750,2020-08-10T12.30.25.750,11.455,0.989,-0.049,-0.087,-0.109
1597051825760,2020-08-10T12.30.25.760,11.465,0.989,-0.050,-0.085,-0.108
1597051825769,2020-08-10T12.30.25.769,11.474,0.989,-0.050,-0.083,-0.107
1597051825779,2020-08-10T12.30.25.779,11.484,0.990,-0.050,-0.082,-0.106
1597051825789,2020-08-10T12.30.25.789,11.494,0.990,-0.050,-0.080,-0.105
1597051825800,2020-08-10T12.30.25.800,11.505,0.990,-0.050,-0.079,-0.104
1597051825808,2020-08-10T12.30.25.808,11.513,0.990,-0.050,-0.077,-0.103
1597051825819,2020-08-10T12.30.25.819,11.524,0.991,-0.049,-0.076,-0.102
1597051825829,2020-08-10T12.30.25.829,11.534,0.991,-0.048,-0.074,-0.100
1597051825839,2020-08-10T12.30.25.839,11.544,0.991,-0.048,-0.073,-0.099
1597051825849,2020-08-10T12.30.25.849,11.554,0.991,-0.048,-0.071,-0.099
1597051825858,2020-08-10T12.30.25.858,11.563,0.992,-0.047,-0.070,-0.099
1597051825868,2020-08-10T12.30.25.868,11.573,0.992,-0.046,-0.068,-0.099
1597051825879,2020-08-10T12.30.25.879,11.584,0.992,-0.047,-0.066,-0.099
1597051825889,2020-08-10T12.30.25.889,11.594,0.992,-0.047,-0.064,-0.099
1597051825899,2020-08-10T12.30.25.899,11.604,0.992,-0.046,-0.063,-0.100
1597051825908,2020-08-10T12.30.25.908,11.613,0.992,-0.044,-0.061,-0.100
1597051825920,2020-08-10T12.30.25.920,11.625,0.992,-0.042,-0.059,-0.099
1597051825929,2020-08-10T12.30.25.929,11.634,0.993,-0.040,-0.058,-0.098
1597051825939,2020-08-10T12.30.25.939,11.644,0.993,-0.038,-0.056,-0.097
1597051825949,2020-08-10T12.30.25.949,11.654,0.993,-0.036,-0.055,-0.095
1597051825958,2020-08-10T12.30.25.958,11.663,0.994,-0.036,-0.053,-0.094
1597051825968,2020-08-10T12.30.25.968,11.673,0.994,-0.035,-0.051,-0.093
1597051825978,2020-08-10T12.30.25.978,11.683,0.994,-0.036,-0.050,-0.093
1597051825989,2020-08-10T12.30.25.989,11.694,0.994,-0.038,-0.048,-0.093
1597051825999,2020-08-10T12.30.25.999,11.704,0.994,-0.040,-0.047,-0.092
1597051826008,2020-08-10T12.30.26.008,11.713,0.994,-0.041,-0.046,-0.092
1597051826018,2020-08-10T12.30.26.018,11.723,0.994,-0.042,-0.044,-0.092
1597051826028,2020-08-10T12.30.26.028,11.733,0.994,-0.043,-0.043,-0.092
1597051826038,2020-08-10T12.30.26.038,11.743,0.994,-0.043,-0.042,-0.093
1597051826049,2020-08-10T12.30.26.049,11.754,0.994,-0.042,-0.041,-0.093
1597051826057,2020-08-10T12.30.26.057,11.762,0.994,-0.043,-0.040,-0.093
1597051826068,2020-08-10T12.30.26.068,11.773,0.994,-0.042,-0.040,-0.094
1597051826078,2020-08-10T12.30.26.078,11.783,0.994,-0.042,-0.039,-0.094
1597051826088,2020-08-10T12.30.26.088,11.793,0.994,-0.042,-0.038,-0.094
1597051826098,2020-08-10T12.30.26.098,11.803,0.994,-0.043,-0.037,-0.094
1597051826107,2020-08-10T12.30.26.107,11.812,0.994,-0.045,-0.036,-0.094
1597051826117,2020-08-10T12.30.26.117,11.822,0.994,-0.047,-0.035,-0.094
1597051826128,2020-08-10T12.30.26.128,11.833,0.994,-0.048,-0.034,-0.093
1597051826138,2020-08-10T12.30.26.138,11.843,0.994,-0.048,-0.033,-0.093
1597051826148,2020-08-10T12.30.26.148,11.853,0.994,-0.046,-0.032,-0.092
1597051826158,2020-08-10T12.30.26.158,11.863,0.994,-0.045,-0.031,-0.091
1597051826167,2020-08-10T12.30.26.167,11.872,0.995,-0.044,-0.030,-0.090
1597051826178,2020-08-10T12.30.26.178,11.883,0.995,-0.043,-0.029,-0.089
1597051826188,2020-08-10T12.30.26.188,11.893,0.995,-0.042,-0.029,-0.089
1597051826198,2020-08-10T12.30.26.198,11.903,0.995,-0.040,-0.029,-0.089
1597051826208,2020-08-10T12.30.26.208,11.913,0.995,-0.040,-0.028,-0.089
1597051826217,2020-08-10T12.30.26.217,11.922,0.995,-0.042,-0.028,-0.089
1597051826227,2020-08-10T12.30.26.227,11.932,0.995,-0.044,-0.028,-0.089
1597051826238,2020-08-10T12.30.26.238,11.943,0.995,-0.046,-0.028,-0.089
1597051826248,2020-08-10T12.30.26.248,11.953,0.995,-0.046,-0.027,-0.089
1597051826258,2020-08-10T12.30.26.258,11.963,0.995,-0.047,-0.026,-0.089
1597051826267,2020-08-10T12.30.26.267,11.972,0.995,-0.047,-0.025,-0.089
1597051826277,2020-08-10T12.30.26.277,11.982,0.995,-0.046,-0.024,-0.089
1597051826287,2020-08-10T12.30.26.287,11.992,0.995,-0.045,-0.024,-0.089
1597051826298,2020-08-10T12.30.26.298,12.003,0.995,-0.045,-0.023,-0.088
1597051826308,2020-08-10T12.30.26.308,12.013,0.995,-0.045,-0.023,-0.088
1597051826318,2020-08-10T12.30.26.318,12.023,0.995,-0.046,-0.023,-0.088
1597051826327,2020-08-10T12.30.26.327,12.032,0.995,-0.048,-0.023,-0.089
1597051826337,2020-08-10T12.30.26.337,12.042,0.995,-0.050,-0.023,-0.089
1597051826347,2020-08-10T12.30.26.347,12.052,0.994,-0.052,-0.022,-0.089
1597051826358,2020-08-10T12.30.26.358,12.063,0.994,-0.053,-0.022,-0.090
1597051826366,2020-08-10T12.30.26.366,12.071,0.994,-0.054,-0.021,-0.090
1597051826377,2020-08-10T12.30.26.377,12.082,0.994,-0.054,-0.020,-0.090
1597051826387,2020-08-10T12.30.26.387,12.092,0.994,-0.056,-0.020,-0.090
1597051826397,2020-08-10T12.30.26.397,12.102,0.994,-0.057,-0.019,-0.090
1597051826408,2020-08-10T12.30.26.408,12.113,0.994,-0.057,-0.019,-0.090
1597051826416,2020-08-10T12.30.26.416,12.121,0.994,-0.058,-0.019,-0.090
1597051826427,2020-08-10T12.30.26.427,12.132,0.994,-0.058,-0.019,-0.090
1597051826437,2020-08-10T12.30.26.437,12.142,0.994,-0.058,-0.019,-0.091
1597051826447,2020-08-10T12.30.26.447,12.152,0.994,-0.058,-0.018,-0.091
1597051826457,2020-08-10T12.30.26.457,12.162,0.994,-0.058,-0.018,-0.091
1597051826466,2020-08-10T12.30.26.466,12.171,0.994,-0.058,-0.017,-0.091
1597051826478,2020-08-10T12.30.26.478,12.183,0.994,-0.059,-0.017,-0.091
1597051826487,2020-08-10T12.30.26.487,12.192,0.994,-0.060,-0.017,-0.091
1597051826497,2020-08-10T12.30.26.497,12.202,0.994,-0.061,-0.017,-0.091
1597051826507,2020-08-10T12.30.26.507,12.212,0.994,-0.062,-0.017,-0.091
1597051826517,2020-08-10T12.30.26.517,12.222,0.994,-0.063,-0.017,-0.092
1597051826526,2020-08-10T12.30.26.526,12.231,0.994,-0.063,-0.017,-0.092
1597051826536,2020-08-10T12.30.26.536,12.241,0.994,-0.062,-0.017,-0.092
1597051826547,2020-08-10T12.30.26.547,12.252,0.994,-0.062,-0.017,-0.092
1597051826557,2020-08-10T12.30.26.557,12.262,0.994,-0.062,-0.016,-0.092
1597051826566,2020-08-10T12.30.26.566,12.271,0.994,-0.062,-0.016,-0.092
1597051826576,2020-08-10T12.30.26.576,12.281,0.994,-0.062,-0.016,-0.092
1597051826586,2020-08-10T12.30.26.586,12.291,0.994,-0.062,-0.016,-0.092
1597051826596,2020-08-10T12.30.26.596,12.301,0.994,-0.063,-0.016,-0.092
1597051826607,2020-08-10T12.30.26.607,12.312,0.994,-0.063,-0.016,-0.092
1597051826617,2020-08-10T12.30.26.617,12.322,0.994,-0.063,-0.016,-0.092
1597051826626,2020-08-10T12.30.26.626,12.331,0.994,-0.063,-0.016,-0.092
1597051826636,2020-08-10T12.30.26.636,12.341,0.994,-0.063,-0.016,-0.092
1597051826646,2020-08-10T12.30.26.646,12.351,0.994,-0.062,-0.016,-0.092
1597051826657,2020-08-10T12.30.26.657,12.362,0.994,-0.061,-0.016,-0.092
1597051826667,2020-08-10T12.30.26.667,12.372,0.994,-0.060,-0.016,-0.092
1597051826676,2020-08-10T12.30.26.676,12.381,0.994,-0.059,-0.015,-0.092
1597051826686,2020-08-10T12.30.26.686,12.391,0.994,-0.060,-0.015,-0.092
1597051826696,2020-08-10T12.30.26.696,12.401,0.994,-0.061,-0.015,-0.092
1597051826706,2020-08-10T12.30.26.706,12.411,0.994,-0.061,-0.015,-0.092
1597051826717,2020-08-10T12.30.26.717,12.422,0.994,-0.061,-0.015,-0.092
1597051826725,2020-08-10T12.30.26.725,12.430,0.994,-0.060,-0.015,-0.092
1597051826736,2020-08-10T12.30.26.736,12.441,0.994,-0.059,-0.015,-0.092
1597051826746,2020-08-10T12.30.26.746,12.451,0.994,-0.058,-0.014,-0.092
1597051826756,2020-08-10T12.30.26.756,12.461,0.994,-0.057,-0.014,-0.092
1597051826766,2020-08-10T12.30.26.766,12.471,0.994,-0.056,-0.014,-0.092
1597051826775,2020-08-10T12.30.26.775,12.480,0.994,-0.055,-0.014,-0.092
1597051826785,2020-08-10T12.30.26.785,12.490,0.994,-0.055,-0.014,-0.092
1597051826796,2020-08-10T12.30.26.796,12.501,0.994,-0.056,-0.014,-0.092
1597051826806,2020-08-10T12.30.26.806,12.511,0.994,-0.056,-0.015,-0.092
1597051826816,2020-08-10T12.30.26.816,12.521,0.994,-0.057,-0.015,-0.092
1597051826825,2020-08-10T12.30.26.825,12.530,0.994,-0.058,-0.015,-0.092
1597051826835,2020-08-10T12.30.26.835,12.540,0.994,-0.059,-0.015,-0.092
1597051826846,2020-08-10T12.30.26.846,12.551,0.994,-0.059,-0.015,-0.092
1597051826856,2020-08-10T12.30.26.856,12.561,0.994,-0.059,-0.015,-0.093
1597051826866,2020-08-10T12.30.26.866,12.571,0.994,-0.058,-0.015,-0.093
1597051826876,2020-08-10T12.30.26.876,12.581,0.994,-0.057,-0.015,-0.093
1597051826885,2020-08-10T12.30.26.885,12.590,0.994,-0.056,-0.015,-0.093
1597051826895,2020-08-10T12.30.26.895,12.600,0.994,-0.055,-0.015,-0.093
1597051826906,2020-08-10T12.30.26.906,12.611,0.994,-0.056,-0.015,-0.093
1597051826916,2020-08-10T12.30.26.916,12.621,0.994,-0.057,-0.015,-0.093
1597051826925,2020-08-10T12.30.26.925,12.630,0.994,-0.058,-0.015,-0.092
1597051826935,2020-08-10T12.30.26.935,12.640,0.994,-0.058,-0.015,-0.092
1597051826945,2020-08-10T12.30.26.945,12.650,0.994,-0.058,-0.015,-0.092
1597051826955,2020-08-10T12.30.26.955,12.660,0.994,-0.058,-0.015,-0.092
1597051826966,2020-08-10T12.30.26.966,12.671,0.994,-0.057,-0.015,-0.092
1597051826976,2020-08-10T12.30.26.976,12.681,0.994,-0.057,-0.015,-0.092
1597051826985,2020-08-10T12.30.26.985,12.690,0.994,-0.056,-0.015,-0.092
1597051826995,2020-08-10T12.30.26.995,12.700,0.994,-0.056,-0.014,-0.092
1597051827005,2020-08-10T12.30.27.005,12.710,0.994,-0.056,-0.014,-0.092
1597051827015,2020-08-10T12.30.27.015,12.720,0.994,-0.056,-0.015,-0.092
1597051827026,2020-08-10T12.30.27.026,12.731,0.994,-0.057,-0.015,-0.092
1597051827036,2020-08-10T12.30.27.036,12.741,0.994,-0.057,-0.015,-0.092
1597051827045,2020-08-10T12.30.27.045,12.750,0.994,-0.058,-0.015,-0.092
1597051827055,2020-08-10T12.30.27.055,12.760,0.994,-0.058,-0.015,-0.092
1597051827065,2020-08-10T12.30.27.065,12.770,0.994,-0.058,-0.015,-0.092
1597051827075,2020-08-10T12.30.27.075,12.780,0.994,-0.058,-0.015,-0.092
1597051827084,2020-08-10T12.30.27.084,12.789,0.994,-0.057,-0.015,-0.092
1597051827095,2020-08-10T12.30.27.095,12.800,0.994,-0.057,-0.016,-0.092
1597051827105,2020-08-10T12.30.27.105,12.810,0.994,-0.057,-0.015,-0.092
1597051827115,2020-08-10T12.30.27.115,12.820,0.994,-0.056,-0.015,-0.092
1597051827125,2020-08-10T12.30.27.125,12.830,0.994,-0.056,-0.015,-0.092
1597051827134,2020-08-10T12.30.27.134,12.839,0.994,-0.056,-0.015,-0.092
1597051827144,2020-08-10T12.30.27.144,12.849,0.994,-0.057,-0.015,-0.092
1597051827155,2020-08-10T12.30.27.155,12.860,0.994,-0.057,-0.015,-0.092
1597051827165,2020-08-10T12.30.27.165,12.870,0.994,-0.058,-0.015,-0.092
1597051827175,2020-08-10T12.30.27.175,12.880,0.994,-0.058,-0.015,-0.092
1597051827185,2020-08-10T12.30.27.185,12.890,0.994,-0.058,-0.015,-0.092
1597051827194,2020-08-10T12.30.27.194,12.899,0.994,-0.058,-0.015,-0.093
1597051827204,2020-08-10T12.30.27.204,12.909,0.994,-0.058,-0.015,-0.093
1597051827215,2020-08-10T12.30.27.215,12.920,0.994,-0.057,-0.015,-0.093
1597051827225,2020-08-10T12.30.27.225,12.930,0.994,-0.057,-0.015,-0.093
1597051827234,2020-08-10T12.30.27.234,12.939,0.994,-0.057,-0.015,-0.093
1597051827244,2020-08-10T12.30.27.244,12.949,0.994,-0.057,-0.015,-0.092
1597051827254,2020-08-10T12.30.27.254,12.959,0.994,-0.058,-0.015,-0.092
1597051827264,2020-08-10T12.30.27.264,12.969,0.994,-0.058,-0.015,-0.092
1597051827275,2020-08-10T12.30.27.275,12.980,0.994,-0.059,-0.015,-0.092
1597051827283,2020-08-10T12.30.27.283,12.988,0.994,-0.059,-0.015,-0.092
1597051827294,2020-08-10T12.30.27.294,12.999,0.994,-0.059,-0.015,-0.092
1597051827304,2020-08-10T12.30.27.304,13.009,0.994,-0.059,-0.015,-0.092
1597051827314,2020-08-10T12.30.27.314,13.019,0.994,-0.059,-0.015,-0.092
1597051827325,2020-08-10T12.30.27.325,13.030,0.994,-0.059,-0.015,-0.092
1597051827333,2020-08-10T12.30.27.333,13.038,0.994,-0.059,-0.015,-0.092
1597051827345,2020-08-10T12.30.27.345,13.050,0.994,-0.060,-0.015,-0.092
1597051827354,2020-08-10T12.30.27.354,13.059,0.994,-0.060,-0.015,-0.092
1597051827364,2020-08-10T12.30.27.364,13.069,0.994,-0.059,-0.015,-0.092
1597051827374,2020-08-10T12.30.27.374,13.079,0.994,-0.058,-0.016,-0.092
1597051827385,2020-08-10T12.30.27.385,13.090,0.994,-0.057,-0.016,-0.092
1597051827393,2020-08-10T12.30.27.393,13.098,0.994,-0.057,-0.016,-0.092
1597051827404,2020-08-10T12.30.27.404,13.109,0.994,-0.057,-0.016,-0.092
1597051827414,2020-08-10T12.30.27.414,13.119,0.994,-0.058,-0.015,-0.092
1597051827424,2020-08-10T12.30.27.424,13.129,0.994,-0.059,-0.015,-0.092
1597051827434,2020-08-10T12.30.27.434,13.139,0.994,-0.060,-0.015,-0.092
1597051827443,2020-08-10T12.30.27.443,13.148,0.994,-0.061,-0.015,-0.091
1597051827453,2020-08-10T12.30.27.453,13.158,0.994,-0.062,-0.015,-0.091
1597051827464,2020-08-10T12.30.27.464,13.169,0.994,-0.062,-0.015,-0.091
1597051827474,2020-08-10T12.30.27.474,13.179,0.994,-0.062,-0.014,-0.091
1597051827484,2020-08-10T12.30.27.484,13.189,0.994,-0.063,-0.015,-0.091
1597051827493,2020-08-10T12.30.27.493,13.198,0.994,-0.062,-0.015,-0.091
1597051827503,2020-08-10T12.30.27.503,13.208,0.994,-0.061,-0.015,-0.091
1597051827513,2020-08-10T12.30.27.513,13.218,0.994,-0.060,-0.015,-0.091
1597051827524,2020-08-10T12.30.27.524,13.229,0.994,-0.060,-0.015,-0.091
1597051827534,2020-08-10T12.30.27.534,13.239,0.994,-0.059,-0.015,-0.091
1597051827543,2020-08-10T12.30.27.543,13.248,0.994,-0.059,-0.015,-0.091
1597051827553,2020-08-10T12.30.27.553,13.258,0.994,-0.059,-0.015,-0.091
1597051827563,2020-08-10T12.30.27.563,13.268,0.994,-0.058,-0.014,-0.091
1597051827574,2020-08-10T12.30.27.574,13.279,0.994,-0.058,-0.014,-0.091
1597051827584,2020-08-10T12.30.27.584,13.289,0.994,-0.057,-0.014,-0.091
1597051827593,2020-08-10T12.30.27.593,13.298,0.994,-0.057,-0.014,-0.091
1597051827603,2020-08-10T12.30.27.603,13.308,0.994,-0.057,-0.014,-0.091
1597051827613,2020-08-10T12.30.27.613,13.318,0.994,-0.056,-0.014,-0.091
1597051827623,2020-08-10T12.30.27.623,13.328,0.994,-0.056,-0.014,-0.091
